ID,Positively charged,Negatively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
662,0.188,0.075,0.262,0.438,0.025,0.05,0.188,0.538,0.25,0.55
663,0.231,0.132,0.22,0.396,0.033,0.022,0.231,0.451,0.286,0.473
664,0.176,0.059,0.235,0.471,0.044,0.088,0.176,0.515,0.279,0.515
665,0.176,0.118,0.265,0.353,0.0,0.029,0.176,0.441,0.265,0.441
666,0.327,0.058,0.269,0.308,0.058,0.038,0.327,0.385,0.423,0.365
667,0.417,0.0,0.083,0.5,0.0,0.083,0.417,0.5,0.417,0.25
668,0.125,0.167,0.125,0.583,0.0,0.125,0.125,0.667,0.125,0.417
669,0.273,0.114,0.182,0.341,0.011,0.034,0.273,0.375,0.375,0.375
670,0.29,0.087,0.13,0.478,0.0,0.101,0.29,0.42,0.304,0.304
671,0.167,0.267,0.1,0.467,0.1,0.067,0.167,0.467,0.267,0.367
672,0.286,0.0,0.286,0.357,0.071,0.143,0.286,0.429,0.429,0.571
673,0.309,0.091,0.236,0.327,0.0,0.036,0.309,0.345,0.345,0.527
674,0.243,0.143,0.114,0.471,0.029,0.0,0.243,0.471,0.3,0.343
675,0.333,0.0,0.222,0.444,0.0,0.333,0.333,0.444,0.333,0.111
676,0.213,0.101,0.169,0.483,0.056,0.079,0.213,0.461,0.303,0.483
677,0.284,0.057,0.193,0.318,0.0,0.023,0.284,0.341,0.432,0.443
678,0.164,0.055,0.342,0.425,0.027,0.082,0.164,0.548,0.205,0.589
679,0.18,0.148,0.197,0.443,0.049,0.049,0.18,0.59,0.262,0.492
680,0.146,0.073,0.26,0.479,0.031,0.094,0.146,0.562,0.219,0.542
681,0.25,0.5,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.25
682,0.267,0.067,0.2,0.4,0.0,0.133,0.267,0.4,0.333,0.4
683,0.193,0.136,0.33,0.318,0.023,0.023,0.193,0.466,0.239,0.557
684,0.18,0.08,0.36,0.32,0.04,0.08,0.18,0.52,0.28,0.56
685,0.277,0.043,0.298,0.319,0.064,0.17,0.277,0.426,0.404,0.404
686,0.18,0.115,0.164,0.459,0.033,0.066,0.18,0.443,0.295,0.557
687,0.218,0.073,0.364,0.327,0.036,0.073,0.218,0.455,0.273,0.6
688,0.129,0.081,0.21,0.5,0.016,0.081,0.129,0.565,0.226,0.452
689,0.326,0.034,0.18,0.449,0.124,0.067,0.326,0.416,0.461,0.393
690,0.029,0.116,0.246,0.522,0.072,0.174,0.029,0.594,0.188,0.536
691,0.163,0.07,0.279,0.453,0.047,0.105,0.163,0.535,0.244,0.5
692,0.23,0.14,0.12,0.47,0.01,0.04,0.23,0.45,0.28,0.45
693,0.107,0.095,0.298,0.464,0.024,0.095,0.107,0.583,0.167,0.571
694,0.107,0.095,0.298,0.464,0.036,0.071,0.107,0.56,0.179,0.583
695,0.378,0.0,0.222,0.356,0.0,0.022,0.378,0.356,0.422,0.422
696,0.161,0.048,0.226,0.532,0.048,0.097,0.161,0.597,0.242,0.484
697,0.308,0.0,0.0,0.692,0.0,0.154,0.308,0.692,0.308,0.154
698,0.256,0.0,0.0,0.744,0.465,0.14,0.256,0.721,0.721,0.512
699,0.25,0.125,0.25,0.375,0.054,0.054,0.25,0.357,0.304,0.429
700,0.444,0.0,0.0,0.556,0.056,0.222,0.444,0.556,0.5,0.167
701,0.323,0.031,0.277,0.338,0.031,0.031,0.323,0.369,0.385,0.431
702,0.226,0.129,0.29,0.258,0.032,0.097,0.226,0.452,0.355,0.516
703,0.235,0.137,0.176,0.392,0.02,0.137,0.235,0.392,0.314,0.471
704,0.133,0.0,0.133,0.733,0.0,0.067,0.133,0.733,0.133,0.2
705,0.233,0.233,0.302,0.233,0.023,0.07,0.233,0.395,0.256,0.395
706,0.19,0.111,0.19,0.444,0.0,0.016,0.19,0.444,0.254,0.349
707,0.057,0.057,0.314,0.457,0.086,0.114,0.057,0.343,0.257,0.629
708,0.18,0.08,0.34,0.36,0.04,0.1,0.18,0.42,0.26,0.56
709,0.129,0.065,0.226,0.581,0.065,0.177,0.129,0.661,0.194,0.403
710,0.333,0.0,0.0,0.667,0.0,0.0,0.333,0.667,0.333,0.417
711,0.24,0.06,0.32,0.28,0.0,0.1,0.24,0.4,0.34,0.58
712,0.138,0.092,0.185,0.538,0.092,0.062,0.138,0.585,0.277,0.492
713,0.163,0.184,0.367,0.265,0.082,0.082,0.163,0.49,0.265,0.633
714,0.339,0.054,0.286,0.321,0.0,0.054,0.339,0.357,0.339,0.446
715,0.069,0.086,0.31,0.483,0.017,0.172,0.069,0.621,0.138,0.483
716,0.055,0.055,0.436,0.436,0.036,0.091,0.055,0.582,0.109,0.636
717,0.19,0.071,0.274,0.44,0.048,0.119,0.19,0.512,0.262,0.452
718,0.3,0.067,0.267,0.333,0.067,0.167,0.3,0.467,0.4,0.467
719,0.176,0.059,0.059,0.647,0.0,0.059,0.176,0.647,0.235,0.588
720,0.126,0.221,0.168,0.411,0.042,0.063,0.126,0.463,0.242,0.537
721,0.115,0.098,0.377,0.377,0.082,0.066,0.115,0.525,0.23,0.721
722,0.236,0.101,0.213,0.427,0.022,0.045,0.236,0.449,0.281,0.348
723,0.378,0.054,0.189,0.351,0.027,0.027,0.378,0.378,0.432,0.405
724,0.327,0.058,0.192,0.365,0.038,0.058,0.327,0.462,0.423,0.423
725,0.211,0.084,0.221,0.453,0.032,0.137,0.211,0.442,0.274,0.442
726,0.121,0.138,0.362,0.328,0.017,0.086,0.121,0.534,0.19,0.603
727,0.098,0.065,0.348,0.413,0.011,0.12,0.098,0.467,0.185,0.554
728,0.125,0.125,0.25,0.375,0.0,0.0,0.125,0.25,0.25,0.625
729,0.286,0.0,0.143,0.514,0.0,0.143,0.286,0.429,0.343,0.314
730,0.184,0.145,0.158,0.487,0.0,0.053,0.184,0.487,0.211,0.408
731,0.327,0.038,0.25,0.327,0.077,0.038,0.327,0.442,0.462,0.462
732,0.245,0.075,0.302,0.302,0.0,0.113,0.245,0.396,0.321,0.547
733,0.122,0.022,0.311,0.522,0.067,0.022,0.122,0.511,0.211,0.722
734,0.176,0.02,0.314,0.392,0.059,0.078,0.176,0.49,0.333,0.588
735,0.212,0.154,0.173,0.462,0.0,0.019,0.212,0.462,0.212,0.231
736,0.067,0.0,0.267,0.4,0.0,0.067,0.067,0.4,0.333,0.867
737,0.111,0.185,0.278,0.389,0.056,0.019,0.111,0.5,0.204,0.574
738,0.417,0.0,0.167,0.417,0.083,0.0,0.417,0.583,0.5,0.417
739,0.321,0.075,0.208,0.34,0.075,0.038,0.321,0.434,0.453,0.472
740,0.117,0.067,0.217,0.517,0.033,0.1,0.117,0.65,0.233,0.5
741,0.462,0.0,0.0,0.538,0.077,0.077,0.462,0.538,0.538,0.077
742,0.152,0.061,0.253,0.475,0.081,0.051,0.152,0.545,0.293,0.566
743,0.2,0.08,0.04,0.64,0.0,0.0,0.2,0.56,0.24,0.56
744,0.667,0.0,0.083,0.25,0.0,0.167,0.667,0.167,0.667,0.167
745,0.4,0.0,0.2,0.34,0.04,0.1,0.4,0.36,0.5,0.28
746,0.19,0.127,0.238,0.413,0.0,0.016,0.19,0.46,0.222,0.397
747,0.108,0.077,0.262,0.523,0.031,0.108,0.108,0.615,0.169,0.462
748,0.222,0.0,0.444,0.333,0.111,0.0,0.222,0.444,0.333,0.556
749,0.137,0.137,0.255,0.451,0.078,0.0,0.137,0.51,0.235,0.51
750,0.119,0.09,0.224,0.507,0.045,0.134,0.119,0.597,0.224,0.493
751,0.25,0.5,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.25
752,0.213,0.079,0.225,0.427,0.034,0.067,0.213,0.483,0.303,0.337
753,0.109,0.065,0.217,0.5,0.065,0.043,0.109,0.522,0.283,0.652
754,0.239,0.03,0.104,0.612,0.06,0.06,0.239,0.597,0.313,0.507
755,0.143,0.107,0.25,0.482,0.071,0.107,0.143,0.536,0.232,0.536
756,0.156,0.156,0.109,0.547,0.016,0.109,0.156,0.5,0.203,0.312
757,0.14,0.108,0.398,0.312,0.043,0.054,0.14,0.462,0.226,0.667
758,0.206,0.127,0.175,0.429,0.0,0.016,0.206,0.429,0.27,0.349
759,0.352,0.034,0.25,0.352,0.091,0.102,0.352,0.341,0.455,0.443
760,0.135,0.149,0.203,0.486,0.0,0.095,0.135,0.527,0.162,0.432
761,0.214,0.0,0.286,0.429,0.071,0.143,0.214,0.5,0.357,0.571
762,0.216,0.114,0.239,0.386,0.034,0.08,0.216,0.432,0.295,0.386
763,0.353,0.0,0.353,0.294,0.0,0.235,0.353,0.471,0.353,0.353
764,0.385,0.0,0.0,0.615,0.154,0.462,0.385,0.615,0.538,0.154
765,0.274,0.016,0.177,0.452,0.016,0.032,0.274,0.452,0.371,0.548
766,0.284,0.125,0.125,0.398,0.011,0.068,0.284,0.409,0.364,0.33
767,0.086,0.103,0.241,0.552,0.017,0.172,0.086,0.621,0.121,0.448
768,0.264,0.077,0.132,0.451,0.044,0.055,0.264,0.473,0.385,0.418
769,0.1,0.08,0.32,0.4,0.06,0.06,0.1,0.52,0.26,0.64
770,0.183,0.099,0.324,0.366,0.042,0.099,0.183,0.437,0.254,0.451
771,0.098,0.033,0.066,0.787,0.049,0.066,0.098,0.705,0.164,0.639
772,0.173,0.115,0.308,0.385,0.038,0.096,0.173,0.519,0.231,0.596
773,0.206,0.111,0.397,0.254,0.016,0.063,0.206,0.429,0.254,0.476
774,0.053,0.0,0.316,0.632,0.0,0.105,0.053,0.474,0.053,0.474
775,0.5,0.111,0.056,0.278,0.056,0.0,0.5,0.278,0.611,0.333
776,0.22,0.04,0.23,0.46,0.03,0.07,0.22,0.39,0.3,0.49
777,0.113,0.113,0.169,0.535,0.028,0.141,0.113,0.563,0.211,0.479
778,0.206,0.059,0.412,0.324,0.0,0.059,0.206,0.5,0.206,0.412
779,0.412,0.0,0.0,0.588,0.0,0.0,0.412,0.471,0.412,0.118
780,0.15,0.1,0.317,0.367,0.083,0.117,0.15,0.467,0.3,0.533
781,0.257,0.114,0.286,0.314,0.057,0.143,0.257,0.429,0.343,0.457
782,0.294,0.059,0.176,0.471,0.0,0.176,0.294,0.471,0.294,0.176
783,0.196,0.02,0.333,0.353,0.059,0.098,0.196,0.471,0.353,0.549
784,0.857,0.0,0.143,0.0,0.0,0.0,0.857,0.143,0.857,0.143
785,0.217,0.083,0.333,0.333,0.067,0.083,0.217,0.5,0.317,0.483
786,0.22,0.06,0.28,0.3,0.0,0.12,0.22,0.4,0.36,0.58
787,0.333,0.0,0.333,0.333,0.167,0.0,0.333,0.5,0.5,0.333
788,0.118,0.129,0.237,0.495,0.043,0.043,0.118,0.516,0.183,0.516
789,0.277,0.077,0.262,0.323,0.031,0.062,0.277,0.415,0.369,0.477
790,0.133,0.06,0.289,0.47,0.048,0.06,0.133,0.542,0.229,0.59
791,0.429,0.0,0.0,0.571,0.0,0.0,0.429,0.429,0.429,0.286
792,0.236,0.091,0.273,0.327,0.036,0.036,0.236,0.418,0.345,0.527
793,0.324,0.122,0.041,0.486,0.014,0.108,0.324,0.473,0.365,0.284
794,0.4,0.0,0.16,0.42,0.04,0.08,0.4,0.42,0.46,0.42
795,0.176,0.118,0.118,0.588,0.0,0.0,0.176,0.353,0.176,0.588
796,0.203,0.102,0.203,0.441,0.034,0.0,0.203,0.492,0.288,0.492
797,0.189,0.054,0.419,0.297,0.041,0.081,0.189,0.405,0.27,0.541
798,0.229,0.062,0.354,0.333,0.083,0.062,0.229,0.542,0.333,0.542
799,0.196,0.02,0.196,0.569,0.0,0.176,0.196,0.549,0.216,0.294
800,0.182,0.091,0.409,0.288,0.091,0.091,0.182,0.394,0.303,0.515
801,0.185,0.0,0.259,0.519,0.037,0.111,0.185,0.407,0.259,0.593
802,0.0,0.083,0.417,0.417,0.0,0.083,0.0,0.583,0.083,0.5
803,0.0,0.071,0.357,0.571,0.214,0.214,0.0,0.5,0.214,0.571
804,0.191,0.085,0.362,0.34,0.043,0.064,0.191,0.489,0.255,0.638
805,0.083,0.117,0.217,0.5,0.033,0.15,0.083,0.567,0.2,0.467
806,0.16,0.049,0.222,0.543,0.037,0.16,0.16,0.63,0.222,0.383
807,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.9,0.1
808,0.149,0.176,0.338,0.311,0.068,0.041,0.149,0.514,0.243,0.608
809,0.29,0.058,0.188,0.449,0.043,0.072,0.29,0.464,0.348,0.464
810,0.255,0.059,0.353,0.275,0.02,0.118,0.255,0.412,0.333,0.51
811,0.385,0.0,0.077,0.5,0.058,0.077,0.385,0.462,0.481,0.346
812,0.333,0.0,0.222,0.444,0.0,0.222,0.333,0.556,0.333,0.111
813,0.214,0.0,0.071,0.643,0.0,0.071,0.214,0.571,0.286,0.286
814,0.239,0.091,0.227,0.409,0.0,0.045,0.239,0.386,0.273,0.42
815,0.159,0.091,0.295,0.386,0.0,0.114,0.159,0.409,0.227,0.636
816,0.152,0.061,0.485,0.303,0.03,0.091,0.152,0.515,0.182,0.515
817,0.286,0.0,0.297,0.385,0.022,0.088,0.286,0.429,0.341,0.538
818,0.267,0.0,0.267,0.4,0.067,0.133,0.267,0.467,0.4,0.533
819,0.45,0.0,0.2,0.35,0.0,0.2,0.45,0.4,0.45,0.2
820,0.16,0.0,0.24,0.56,0.0,0.12,0.16,0.56,0.2,0.52
821,0.268,0.049,0.366,0.293,0.024,0.098,0.268,0.439,0.317,0.585
822,0.429,0.0,0.0,0.571,0.0,0.0,0.429,0.524,0.429,0.286
823,0.346,0.077,0.205,0.346,0.026,0.09,0.346,0.385,0.397,0.41
824,0.34,0.0,0.18,0.36,0.04,0.08,0.34,0.42,0.5,0.34
825,0.218,0.091,0.273,0.327,0.073,0.127,0.218,0.436,0.382,0.564
826,0.273,0.125,0.159,0.432,0.034,0.045,0.273,0.409,0.318,0.318
827,0.286,0.095,0.095,0.524,0.0,0.048,0.286,0.524,0.286,0.238
828,0.116,0.101,0.101,0.652,0.0,0.116,0.116,0.623,0.145,0.362
829,0.129,0.129,0.343,0.343,0.014,0.157,0.129,0.443,0.2,0.429
830,0.123,0.074,0.309,0.469,0.012,0.111,0.123,0.568,0.16,0.58
831,0.116,0.023,0.209,0.535,0.0,0.093,0.116,0.395,0.233,0.698
832,0.094,0.024,0.212,0.624,0.035,0.247,0.094,0.647,0.176,0.412
833,0.157,0.039,0.353,0.333,0.039,0.118,0.157,0.412,0.314,0.569
834,0.26,0.11,0.15,0.46,0.03,0.07,0.26,0.45,0.31,0.39
835,0.2,0.1,0.3,0.35,0.0,0.05,0.2,0.35,0.25,0.65
836,0.308,0.0,0.115,0.538,0.038,0.154,0.308,0.538,0.385,0.385
837,0.333,0.0,0.0,0.667,0.0,0.0,0.333,0.667,0.333,0.333
838,0.211,0.07,0.368,0.333,0.035,0.07,0.211,0.474,0.263,0.614
839,0.333,0.0,0.067,0.6,0.383,0.033,0.333,0.6,0.717,0.4
840,0.175,0.07,0.281,0.456,0.07,0.123,0.175,0.579,0.263,0.439
841,0.159,0.174,0.246,0.377,0.101,0.029,0.159,0.449,0.304,0.58
842,0.222,0.133,0.356,0.244,0.022,0.089,0.222,0.467,0.289,0.622
843,0.346,0.038,0.231,0.327,0.058,0.038,0.346,0.404,0.462,0.346
844,0.25,0.0,0.0,0.75,0.0,0.083,0.25,0.75,0.25,0.417
845,0.35,0.0,0.35,0.3,0.05,0.2,0.35,0.4,0.4,0.4
846,0.0,0.091,0.273,0.545,0.0,0.273,0.0,0.364,0.091,0.455
847,0.378,0.027,0.162,0.405,0.054,0.0,0.378,0.432,0.459,0.405
848,0.362,0.0,0.255,0.34,0.021,0.064,0.362,0.404,0.426,0.383
849,0.157,0.039,0.353,0.333,0.039,0.118,0.157,0.431,0.314,0.549
850,0.24,0.0,0.2,0.56,0.04,0.12,0.24,0.56,0.28,0.36
851,0.191,0.064,0.298,0.404,0.0,0.043,0.191,0.426,0.234,0.553
852,0.125,0.0,0.125,0.75,0.125,0.25,0.125,0.75,0.25,0.5
853,0.184,0.041,0.337,0.408,0.041,0.051,0.184,0.5,0.255,0.561
854,0.136,0.068,0.295,0.386,0.0,0.114,0.136,0.409,0.25,0.659
855,0.19,0.08,0.19,0.5,0.06,0.06,0.19,0.51,0.29,0.55
856,0.158,0.211,0.105,0.474,0.053,0.0,0.158,0.263,0.263,0.368
857,0.143,0.089,0.321,0.411,0.054,0.107,0.143,0.518,0.232,0.571
858,0.116,0.023,0.186,0.512,0.0,0.116,0.116,0.419,0.279,0.721
859,0.292,0.073,0.167,0.438,0.062,0.042,0.292,0.375,0.385,0.417
860,0.29,0.07,0.22,0.36,0.04,0.08,0.29,0.39,0.39,0.39
861,0.135,0.115,0.365,0.346,0.115,0.019,0.135,0.538,0.288,0.673
862,0.264,0.066,0.165,0.484,0.044,0.055,0.264,0.473,0.33,0.462
863,0.122,0.073,0.207,0.537,0.122,0.098,0.122,0.378,0.305,0.634
864,0.137,0.039,0.333,0.392,0.059,0.098,0.137,0.471,0.294,0.608
865,0.25,0.062,0.188,0.438,0.062,0.125,0.25,0.438,0.375,0.5
866,0.28,0.04,0.22,0.44,0.04,0.1,0.28,0.44,0.34,0.4
867,0.242,0.097,0.21,0.419,0.048,0.097,0.242,0.484,0.323,0.355
868,0.129,0.094,0.212,0.506,0.059,0.129,0.129,0.553,0.247,0.412
869,0.143,0.0,0.143,0.643,0.143,0.071,0.143,0.429,0.357,0.571
870,0.099,0.011,0.297,0.538,0.077,0.033,0.099,0.56,0.231,0.692
871,0.239,0.03,0.09,0.627,0.06,0.06,0.239,0.597,0.313,0.493
872,0.077,0.154,0.462,0.308,0.0,0.154,0.077,0.308,0.077,0.538
873,0.109,0.174,0.348,0.37,0.065,0.087,0.109,0.565,0.174,0.522
874,0.178,0.041,0.397,0.342,0.055,0.041,0.178,0.493,0.274,0.63
875,0.0,0.0,0.0,1.0,0.125,0.0,0.0,1.0,0.125,0.625
876,0.117,0.183,0.2,0.45,0.033,0.05,0.117,0.45,0.2,0.483
877,0.2,0.116,0.189,0.453,0.021,0.074,0.2,0.516,0.263,0.379
878,0.179,0.115,0.269,0.423,0.09,0.064,0.179,0.526,0.282,0.538
879,0.169,0.108,0.265,0.422,0.036,0.06,0.169,0.53,0.241,0.434
880,0.131,0.095,0.214,0.56,0.012,0.024,0.131,0.536,0.143,0.56
881,0.112,0.125,0.212,0.5,0.075,0.062,0.112,0.55,0.238,0.588
882,0.058,0.406,0.174,0.333,0.0,0.058,0.058,0.333,0.087,0.319
883,0.167,0.017,0.267,0.517,0.05,0.1,0.167,0.567,0.25,0.433
884,0.059,0.029,0.265,0.559,0.059,0.059,0.059,0.529,0.206,0.676
885,0.229,0.096,0.241,0.361,0.024,0.048,0.229,0.482,0.325,0.506
886,0.22,0.11,0.122,0.512,0.024,0.073,0.22,0.488,0.28,0.488
887,0.283,0.087,0.109,0.435,0.022,0.043,0.283,0.457,0.391,0.304
888,0.162,0.103,0.309,0.382,0.074,0.074,0.162,0.471,0.279,0.544
889,0.205,0.193,0.102,0.466,0.034,0.125,0.205,0.5,0.273,0.386
890,0.197,0.015,0.121,0.606,0.045,0.091,0.197,0.621,0.303,0.515
891,0.247,0.106,0.188,0.435,0.035,0.094,0.247,0.459,0.306,0.388
892,0.281,0.078,0.266,0.266,0.031,0.031,0.281,0.375,0.422,0.438
893,0.121,0.212,0.162,0.485,0.03,0.101,0.121,0.485,0.172,0.485
894,0.196,0.02,0.333,0.353,0.059,0.098,0.196,0.451,0.353,0.569
895,0.141,0.094,0.344,0.359,0.078,0.078,0.141,0.5,0.281,0.656
896,0.14,0.04,0.42,0.34,0.04,0.12,0.14,0.4,0.24,0.62
897,0.23,0.098,0.295,0.344,0.066,0.082,0.23,0.426,0.328,0.492
898,0.189,0.111,0.211,0.422,0.067,0.056,0.189,0.456,0.322,0.478
899,0.316,0.0,0.0,0.684,0.053,0.0,0.316,0.632,0.368,0.368
900,0.159,0.143,0.222,0.46,0.048,0.079,0.159,0.476,0.222,0.429
901,0.091,0.091,0.273,0.364,0.0,0.182,0.091,0.545,0.273,0.636
902,0.065,0.13,0.239,0.565,0.065,0.152,0.065,0.696,0.13,0.5
903,0.26,0.078,0.13,0.442,0.026,0.065,0.26,0.455,0.377,0.364
904,0.12,0.2,0.36,0.32,0.0,0.12,0.12,0.28,0.12,0.32
905,0.308,0.077,0.231,0.308,0.0,0.077,0.308,0.308,0.385,0.385
906,0.089,0.067,0.444,0.311,0.044,0.067,0.089,0.311,0.222,0.689
907,0.2,0.04,0.34,0.34,0.08,0.12,0.2,0.48,0.36,0.64
908,0.2,0.1,0.3,0.32,0.0,0.1,0.2,0.42,0.28,0.58
909,0.225,0.085,0.169,0.465,0.028,0.085,0.225,0.465,0.31,0.366
910,0.306,0.082,0.176,0.4,0.024,0.047,0.306,0.424,0.365,0.412
911,0.184,0.061,0.327,0.306,0.0,0.122,0.184,0.449,0.306,0.592
912,0.174,0.109,0.391,0.304,0.022,0.087,0.174,0.457,0.217,0.609
913,0.222,0.0,0.111,0.444,0.0,0.222,0.222,0.222,0.444,0.444
914,0.151,0.07,0.256,0.5,0.047,0.058,0.151,0.628,0.221,0.616
915,0.167,0.012,0.107,0.702,0.048,0.06,0.167,0.083,0.226,0.75
916,0.125,0.225,0.125,0.488,0.025,0.075,0.125,0.55,0.188,0.362
917,0.034,0.102,0.458,0.356,0.034,0.085,0.034,0.458,0.119,0.729
918,0.267,0.067,0.2,0.4,0.067,0.133,0.267,0.4,0.4,0.533
919,0.176,0.059,0.059,0.588,0.0,0.118,0.176,0.529,0.294,0.412
920,0.07,0.105,0.228,0.544,0.088,0.123,0.07,0.702,0.211,0.526
921,0.167,0.0,0.208,0.583,0.083,0.125,0.167,0.625,0.292,0.542
922,0.317,0.024,0.073,0.537,0.024,0.024,0.317,0.463,0.39,0.488
923,0.075,0.075,0.209,0.552,0.09,0.104,0.075,0.627,0.254,0.552
924,0.328,0.0,0.23,0.426,0.033,0.115,0.328,0.459,0.377,0.426
925,0.25,0.0,0.25,0.417,0.083,0.167,0.25,0.417,0.417,0.583
926,0.243,0.081,0.27,0.351,0.054,0.108,0.243,0.459,0.351,0.486
927,0.269,0.075,0.204,0.355,0.011,0.065,0.269,0.376,0.376,0.419
928,0.2,0.123,0.169,0.477,0.0,0.015,0.2,0.431,0.231,0.246
929,0.0,0.4,0.1,0.48,0.04,0.12,0.0,0.48,0.06,0.54
930,0.2,0.0,0.267,0.533,0.0,0.067,0.2,0.533,0.2,0.667
931,0.24,0.06,0.3,0.28,0.0,0.1,0.24,0.38,0.36,0.58
932,0.25,0.05,0.25,0.4,0.05,0.1,0.25,0.5,0.35,0.5
933,0.176,0.095,0.297,0.365,0.054,0.081,0.176,0.365,0.297,0.527
934,0.09,0.077,0.295,0.5,0.051,0.09,0.09,0.628,0.179,0.603
935,0.156,0.052,0.286,0.468,0.052,0.091,0.156,0.584,0.247,0.468
936,0.111,0.022,0.322,0.522,0.056,0.033,0.111,0.522,0.189,0.711
937,0.288,0.135,0.231,0.269,0.019,0.038,0.288,0.404,0.385,0.404
938,0.122,0.146,0.22,0.488,0.049,0.024,0.122,0.561,0.195,0.5
939,0.173,0.019,0.327,0.346,0.077,0.096,0.173,0.462,0.385,0.596
940,0.222,0.074,0.37,0.315,0.037,0.074,0.222,0.463,0.278,0.593
941,0.228,0.123,0.14,0.439,0.0,0.105,0.228,0.421,0.298,0.368
942,0.093,0.13,0.241,0.519,0.019,0.148,0.093,0.593,0.13,0.463
943,0.115,0.096,0.346,0.423,0.058,0.096,0.115,0.596,0.192,0.635
944,0.165,0.089,0.228,0.506,0.089,0.076,0.165,0.557,0.266,0.57
945,0.077,0.179,0.282,0.385,0.0,0.128,0.077,0.385,0.154,0.333
946,0.095,0.119,0.238,0.5,0.095,0.095,0.095,0.619,0.238,0.548
947,0.25,0.087,0.185,0.435,0.054,0.065,0.25,0.489,0.348,0.435
948,0.158,0.105,0.274,0.411,0.053,0.074,0.158,0.505,0.263,0.547
949,0.271,0.083,0.167,0.396,0.062,0.083,0.271,0.458,0.417,0.438
950,0.091,0.227,0.216,0.409,0.011,0.125,0.091,0.432,0.159,0.42
951,0.136,0.068,0.295,0.386,0.0,0.114,0.136,0.455,0.25,0.636
952,0.164,0.127,0.345,0.327,0.018,0.145,0.164,0.491,0.218,0.564
953,0.267,0.0,0.067,0.667,0.0,0.0,0.267,0.667,0.267,0.467
954,0.216,0.196,0.176,0.412,0.0,0.059,0.216,0.392,0.216,0.412
955,0.175,0.138,0.238,0.4,0.012,0.175,0.175,0.4,0.238,0.338
956,0.231,0.0,0.0,0.769,0.231,0.462,0.231,0.769,0.462,0.231
957,0.157,0.137,0.255,0.392,0.059,0.118,0.157,0.431,0.275,0.49
958,0.093,0.163,0.233,0.465,0.0,0.116,0.093,0.5,0.14,0.523
959,0.278,0.0,0.222,0.5,0.0,0.222,0.278,0.556,0.278,0.278
960,0.14,0.04,0.34,0.38,0.04,0.1,0.14,0.48,0.28,0.58
961,0.253,0.069,0.172,0.414,0.011,0.011,0.253,0.471,0.356,0.563
962,0.113,0.048,0.161,0.613,0.016,0.113,0.113,0.435,0.194,0.677
963,0.277,0.043,0.362,0.277,0.0,0.106,0.277,0.383,0.319,0.532
964,0.239,0.07,0.197,0.479,0.0,0.056,0.239,0.493,0.254,0.31
965,0.22,0.146,0.122,0.512,0.0,0.024,0.22,0.512,0.22,0.195
966,0.068,0.068,0.273,0.568,0.091,0.114,0.068,0.682,0.182,0.545
967,0.156,0.267,0.111,0.422,0.022,0.089,0.156,0.422,0.222,0.356
968,0.177,0.129,0.355,0.323,0.048,0.145,0.177,0.468,0.242,0.484
969,0.12,0.14,0.18,0.54,0.06,0.02,0.12,0.5,0.2,0.58
970,0.213,0.115,0.164,0.492,0.016,0.098,0.213,0.443,0.246,0.328
971,0.267,0.133,0.067,0.467,0.0,0.0,0.267,0.133,0.333,0.6
972,0.13,0.116,0.261,0.478,0.029,0.101,0.13,0.522,0.174,0.522
973,0.333,0.0,0.0,0.667,0.0,0.083,0.333,0.667,0.333,0.417
974,0.127,0.032,0.127,0.651,0.016,0.063,0.127,0.508,0.206,0.492
975,0.101,0.051,0.253,0.532,0.038,0.114,0.101,0.608,0.203,0.57
976,0.207,0.121,0.121,0.5,0.034,0.086,0.207,0.466,0.293,0.431
977,0.175,0.158,0.246,0.368,0.07,0.07,0.175,0.404,0.298,0.596
978,0.13,0.072,0.391,0.391,0.058,0.072,0.13,0.478,0.203,0.551
979,0.303,0.056,0.146,0.483,0.056,0.056,0.303,0.449,0.371,0.494
980,0.239,0.091,0.159,0.489,0.023,0.057,0.239,0.477,0.284,0.477
981,0.137,0.039,0.353,0.353,0.039,0.118,0.137,0.431,0.294,0.569
982,0.19,0.071,0.452,0.262,0.024,0.143,0.19,0.452,0.238,0.524
983,0.222,0.0,0.0,0.778,0.0,0.222,0.222,0.667,0.222,0.444
984,0.25,0.0,0.3,0.4,0.05,0.2,0.25,0.5,0.35,0.5
985,0.315,0.067,0.135,0.404,0.0,0.034,0.315,0.438,0.393,0.416
986,0.225,0.079,0.303,0.371,0.112,0.112,0.225,0.494,0.36,0.584
987,0.227,0.091,0.364,0.318,0.023,0.068,0.227,0.409,0.25,0.568
988,0.045,0.015,0.134,0.776,0.015,0.164,0.045,0.821,0.09,0.552
989,0.286,0.0,0.286,0.333,0.0,0.143,0.286,0.381,0.381,0.571
990,0.5,0.0,0.0,0.5,0.0,0.071,0.5,0.5,0.5,0.214
991,0.167,0.197,0.136,0.455,0.045,0.045,0.167,0.455,0.258,0.409
992,0.075,0.038,0.208,0.642,0.038,0.038,0.075,0.453,0.151,0.679
